TrapID,Date_YMD,Exp_or_Cont,design,days_since_last_haul,depth_m,N_coord,W_coord,location_exposure,Habitat,mean_length_cm,total_biomass_kg,no_fish,no_species
E3,2018-08-02,Experimental,Z,30,32.6136,16.71026,-62.236665,Leeward,Seagrass,28.25,2.92,6,4
E3,2018-08-14,Experimental,Z,12,32.6136,16.71026,-62.236665,Leeward,Seagrass,0,0,0,0
E3,2018-08-28,Experimental,Z,14,32.6136,16.71026,-62.236665,Leeward,Seagrass,0,0,0,0
E3,2018-09-11,Experimental,Z,14,32.6136,16.71026,-62.236665,Leeward,Seagrass,23.875,3.42,12,3
E3,2018-09-23,Experimental,Z,12,32.6136,16.71026,-62.236665,Leeward,Seagrass,26.1666666666667,4.55,12,4
E3,2018-11-21,Experimental,Z,29,32.6136,16.71026,-62.236665,Leeward,Seagrass,29.5,1.7,3,3
E4,2018-03-16,Experimental,Z,4,38.4048,16.7088272222222,-62.2381144444444,Leeward,Sand,22.25,2.712,12,6
E4,2018-03-20,Experimental,Z,4,38.4048,16.7088272222222,-62.2381144444444,Leeward,Sand,20.2857142857143,2.636,14,4
E4,2018-03-24,Experimental,Z,4,38.4048,16.7088272222222,-62.2381144444444,Leeward,Sand,19.6071428571429,2.406,14,4
E4,2018-03-28,Experimental,Z,4,38.4048,16.7088272222222,-62.2381144444444,Leeward,Sand,15.3333333333333,0.296,3,2
E4,2018-04-03,Experimental,Z,6,38.4048,16.7088272222222,-62.2381144444444,Leeward,Sand,21.9230769230769,2.966,13,6
E4,2018-04-10,Experimental,Z,7,38.4048,16.7088272222222,-62.2381144444444,Leeward,Sand,19.6363636363636,6.137,33,5
E4,2018-04-17,Experimental,Z,7,38.4048,16.7088272222222,-62.2381144444444,Leeward,Sand,22.7931034482759,7.07,29,5
E4,2018-04-24,Experimental,Z,7,38.4048,16.7088272222222,-62.2381144444444,Leeward,Sand,23.8095238095238,8.81,21,3
E4,2018-05-01,Experimental,Z,7,38.4048,16.7088272222222,-62.2381144444444,Leeward,Sand,24.6666666666667,3.02,9,4
E4,2018-05-08,Experimental,Z,7,38.4048,16.7088272222222,-62.2381144444444,Leeward,Sand,21.9285714285714,1.73,7,3
E4,2018-05-15,Experimental,Z,7,38.4048,16.7088272222222,-62.2381144444444,Leeward,Sand,23.9318181818182,7.885,22,10
E4,2018-05-22,Experimental,Z,7,38.4048,16.7088272222222,-62.2381144444444,Leeward,Sand,30.2857142857143,4.935,14,7
E4,2018-06-19,Experimental,Z,14,38.4048,16.7088272222222,-62.2381144444444,Leeward,Sand,22.4285714285714,10.49,21,6
E4,2018-07-03,Experimental,Z,14,38.4048,16.7088272222222,-62.2381144444444,Leeward,Sand,24.95,7.94,10,6
E4,2018-08-02,Experimental,Z,30,38.4048,16.7088272222222,-62.2381144444444,Leeward,Sand,29.0666666666667,7.68,15,6
E4,2018-08-14,Experimental,Z,12,38.4048,16.7088272222222,-62.2381144444444,Leeward,Sand,31.7222222222222,7.73,9,3
E4,2018-08-28,Experimental,Z,14,38.4048,16.7088272222222,-62.2381144444444,Leeward,Sand,27.75,7.13,18,12
E4,2018-09-11,Experimental,Z,14,38.4048,16.7088272222222,-62.2381144444444,Leeward,Sand,24.7142857142857,2.5,7,3
E4,2018-09-23,Experimental,Z,12,38.4048,16.7088272222222,-62.2381144444444,Leeward,Sand,24.8,1.68,5,3
E5,2018-03-16,Experimental,Z,4,40.8432,16.7626344444444,-62.2345744444444,Leeward,Hard Bottom and Sand,0,0,0,0
E5,2018-03-20,Experimental,Z,4,40.8432,16.7626344444444,-62.2345744444444,Leeward,Hard Bottom and Sand,0,0,0,0
E5,2018-03-24,Experimental,Z,4,40.8432,16.7626344444444,-62.2345744444444,Leeward,Hard Bottom and Sand,25,0.171,1,1
E5,2018-03-28,Experimental,Z,4,40.8432,16.7626344444444,-62.2345744444444,Leeward,Hard Bottom and Sand,31,0.464,1,1
E5,2018-04-10,Experimental,Z,7,40.8432,16.7626344444444,-62.2345744444444,Leeward,Hard Bottom and Sand,16.6666666666667,0.411,3,1
E5,2018-04-17,Experimental,Z,7,40.8432,16.7626344444444,-62.2345744444444,Leeward,Hard Bottom and Sand,0,0,0,0
E5,2018-05-08,Experimental,Z,7,40.8432,16.7626344444444,-62.2345744444444,Leeward,Hard Bottom and Sand,20.5526315789474,4.89,19,6
E5,2018-05-15,Experimental,Z,7,40.8432,16.7626344444444,-62.2345744444444,Leeward,Hard Bottom and Sand,25.625,1.26,4,3
E5,2018-05-22,Experimental,Z,7,40.8432,16.7626344444444,-62.2345744444444,Leeward,Hard Bottom and Sand,20.2333333333333,3.081,15,9
E5,2018-06-05,Experimental,Z,14,40.8432,16.7626344444444,-62.2345744444444,Leeward,Hard Bottom and Sand,25.1666666666667,1.88,6,4
E5,2018-06-19,Experimental,Z,14,40.8432,16.7626344444444,-62.2345744444444,Leeward,Hard Bottom and Sand,26.625,3.27,4,3
E5,2018-07-03,Experimental,Z,14,40.8432,16.7626344444444,-62.2345744444444,Leeward,Hard Bottom and Sand,26.8571428571429,5.4,7,5
E5,2018-08-14,Experimental,Z,12,40.8432,16.7626344444444,-62.2345744444444,Leeward,Hard Bottom and Sand,25.3571428571429,2.08,7,3
E5,2018-08-28,Experimental,Z,14,40.8432,16.7626344444444,-62.2345744444444,Leeward,Hard Bottom and Sand,28.2,1.78,5,4
E5,2018-09-11,Experimental,Z,14,40.8432,16.7626344444444,-62.2345744444444,Leeward,Hard Bottom and Sand,24,0.62,2,2
E5,2018-09-23,Experimental,Z,12,40.8432,16.7626344444444,-62.2345744444444,Leeward,Hard Bottom and Sand,21,0.38,1,1
E5,2018-11-21,Experimental,Z,29,40.8432,16.7626344444444,-62.2345744444444,Leeward,Hard Bottom and Sand,27.3571428571429,3.2,7,2
E6,2018-03-16,Experimental,Z,4,48.1584,16.75883,-62.238565,Leeward,Sand,0,0,0,0
E6,2018-03-24,Experimental,Z,4,48.1584,16.75883,-62.238565,Leeward,Sand,29,0.406,1,1
E6,2018-03-28,Experimental,Z,4,48.1584,16.75883,-62.238565,Leeward,Sand,28.0833333333333,2.404,6,2
E6,2018-04-03,Experimental,Z,6,48.1584,16.75883,-62.238565,Leeward,Sand,23.2083333333333,2.858,12,5
E6,2018-04-10,Experimental,Z,7,48.1584,16.75883,-62.238565,Leeward,Sand,24,0.594,2,2
E6,2018-04-17,Experimental,Z,7,48.1584,16.75883,-62.238565,Leeward,Sand,26.2,1.641,5,4
E6,2018-04-24,Experimental,Z,7,48.1584,16.75883,-62.238565,Leeward,Sand,24.75,1.91,2,2
E6,2018-05-08,Experimental,Z,7,48.1584,16.75883,-62.238565,Leeward,Sand,41.75,3.545,2,2
E6,2018-05-15,Experimental,Z,7,48.1584,16.75883,-62.238565,Leeward,Sand,26.4666666666667,6.37,15,4
E6,2018-06-05,Experimental,Z,14,48.1584,16.75883,-62.238565,Leeward,Sand,27.5555555555556,6.78,9,2
E6,2018-06-19,Experimental,Z,14,48.1584,16.75883,-62.238565,Leeward,Sand,28.05,11.25,10,7
E6,2018-07-03,Experimental,Z,14,48.1584,16.75883,-62.238565,Leeward,Sand,23.0833333333333,9.78,18,7
E6,2018-08-02,Experimental,Z,30,48.1584,16.75883,-62.238565,Leeward,Sand,42,0.52,1,1
E6,2018-08-14,Experimental,Z,12,48.1584,16.75883,-62.238565,Leeward,Sand,0,0,0,0
E6,2018-08-28,Experimental,Z,14,48.1584,16.75883,-62.238565,Leeward,Sand,25.9583333333333,4.18,12,5
E6,2018-09-23,Experimental,Z,12,48.1584,16.75883,-62.238565,Leeward,Sand,31.25,3.7,6,4
E7,2018-03-16,Experimental,Z,4,49.3776,16.7888083333334,-62.2273583333334,Leeward,Hard Bottom and Sand,12,0.105,2,1
E7,2018-03-20,Experimental,Z,4,49.3776,16.7888083333334,-62.2273583333334,Leeward,Hard Bottom and Sand,19.3,1.078,5,4
E7,2018-03-24,Experimental,Z,4,49.3776,16.7888083333334,-62.2273583333334,Leeward,Hard Bottom and Sand,29.0833333333333,2.655,6,2
E7,2018-03-28,Experimental,Z,4,49.3776,16.7888083333334,-62.2273583333334,Leeward,Hard Bottom and Sand,17.3333333333333,0.362,3,3
E7,2018-04-03,Experimental,Z,6,49.3776,16.7888083333334,-62.2273583333334,Leeward,Hard Bottom and Sand,23.8888888888889,3.39,9,5
E7,2018-04-17,Experimental,Z,7,49.3776,16.7888083333334,-62.2273583333334,Leeward,Hard Bottom and Sand,20.5833333333333,1.264,6,3
E7,2018-05-08,Experimental,Z,7,49.3776,16.7888083333334,-62.2273583333334,Leeward,Hard Bottom and Sand,25.6428571428571,2.755,7,3
E7,2018-05-15,Experimental,Z,7,49.3776,16.7888083333334,-62.2273583333334,Leeward,Hard Bottom and Sand,24.9166666666667,1.82,6,4
E7,2018-05-22,Experimental,Z,7,49.3776,16.7888083333334,-62.2273583333334,Leeward,Hard Bottom and Sand,27.7142857142857,3.355,7,4
E7,2018-06-19,Experimental,Z,14,49.3776,16.7888083333334,-62.2273583333334,Leeward,Hard Bottom and Sand,20.125,2.16,4,3
E7,2018-07-03,Experimental,Z,14,49.3776,16.7888083333334,-62.2273583333334,Leeward,Hard Bottom and Sand,21.1363636363636,5.46,11,5
E7,2018-08-02,Experimental,Z,30,49.3776,16.7888083333334,-62.2273583333334,Leeward,Hard Bottom and Sand,35.7,3.4,5,2
E7,2018-08-14,Experimental,Z,12,49.3776,16.7888083333334,-62.2273583333334,Leeward,Hard Bottom and Sand,20.0681818181818,4.2,22,5
E7,2018-08-28,Experimental,Z,14,49.3776,16.7888083333334,-62.2273583333334,Leeward,Hard Bottom and Sand,27.375,5.44,12,6
E7,2018-09-23,Experimental,Z,12,49.3776,16.7888083333334,-62.2273583333334,Leeward,Hard Bottom and Sand,27.3636363636364,4.9,11,5
E7,2018-10-23,Experimental,Z,30,49.3776,16.7888083333334,-62.2273583333334,Leeward,Hard Bottom and Sand,21.3571428571429,3.52,14,5
E7,2018-11-21,Experimental,Z,29,49.3776,16.7888083333334,-62.2273583333334,Leeward,Hard Bottom and Sand,28.5,3.9,6,3
E8,2018-03-16,Experimental,Z,4,18.5928,16.7844522222222,-62.2217866666667,Leeward,Sand,20,0.266,1,1
E8,2018-03-20,Experimental,Z,4,18.5928,16.7844522222222,-62.2217866666667,Leeward,Sand,40,1.083,1,1
E8,2018-03-24,Experimental,Z,4,18.5928,16.7844522222222,-62.2217866666667,Leeward,Sand,26.2,0.837,3,1
E8,2018-03-28,Experimental,Z,4,18.5928,16.7844522222222,-62.2217866666667,Leeward,Sand,0,0,0,0
E8,2018-04-03,Experimental,Z,6,18.5928,16.7844522222222,-62.2217866666667,Leeward,Sand,25.5,0.88,3,2
E8,2018-04-17,Experimental,Z,7,18.5928,16.7844522222222,-62.2217866666667,Leeward,Sand,19.375,13.536,68,1
E8,2018-04-24,Experimental,Z,7,18.5928,16.7844522222222,-62.2217866666667,Leeward,Sand,22.5,4.65,8,4
E8,2018-05-01,Experimental,Z,7,18.5928,16.7844522222222,-62.2217866666667,Leeward,Sand,25.25,0.515,2,2
E8,2018-05-08,Experimental,Z,7,18.5928,16.7844522222222,-62.2217866666667,Leeward,Sand,19.8666666666667,3.106,15,5
E8,2018-05-15,Experimental,Z,7,18.5928,16.7844522222222,-62.2217866666667,Leeward,Sand,29.75,0.845,2,2
E8,2018-06-05,Experimental,Z,14,18.5928,16.7844522222222,-62.2217866666667,Leeward,Sand,26.3888888888889,3.09,9,7
E8,2018-06-19,Experimental,Z,14,18.5928,16.7844522222222,-62.2217866666667,Leeward,Sand,20.55,5,10,2
E8,2018-07-03,Experimental,Z,14,18.5928,16.7844522222222,-62.2217866666667,Leeward,Sand,28,0.98,1,1
E8,2018-08-02,Experimental,Z,30,18.5928,16.7844522222222,-62.2217866666667,Leeward,Sand,19,1.78,9,1
E8,2018-08-14,Experimental,Z,12,18.5928,16.7844522222222,-62.2217866666667,Leeward,Sand,26,0.82,2,2
E8,2018-08-28,Experimental,Z,14,18.5928,16.7844522222222,-62.2217866666667,Leeward,Sand,30.5,0.56,1,1
E8,2018-09-11,Experimental,Z,14,18.5928,16.7844522222222,-62.2217866666667,Leeward,Sand,30.3333333333333,1.56,3,2
E8,2018-09-23,Experimental,Z,12,18.5928,16.7844522222222,-62.2217866666667,Leeward,Sand,28.578947368421,9.58,19,9
E8,2018-11-21,Experimental,Z,29,18.5928,16.7844522222222,-62.2217866666667,Leeward,Sand,25,1.08,4,2
E9,2018-03-16,Experimental,Z,4,22.5552,16.8239983333334,-62.2070833333334,Leeward,Sand,23.9,4.38,15,2
E9,2018-03-20,Experimental,Z,4,22.5552,16.8239983333334,-62.2070833333334,Leeward,Sand,0,0,0,0
E9,2018-03-24,Experimental,Z,4,22.5552,16.8239983333334,-62.2070833333334,Leeward,Sand,21.5357142857143,3.506,14,4
E9,2018-03-28,Experimental,Z,4,22.5552,16.8239983333334,-62.2070833333334,Leeward,Sand,22.5833333333333,1.463,6,2
E9,2018-04-17,Experimental,Z,7,22.5552,16.8239983333334,-62.2070833333334,Leeward,Sand,0,0,0,0
E9,2018-05-08,Experimental,Z,7,22.5552,16.8239983333334,-62.2070833333334,Leeward,Sand,17.1944444444444,2.906,18,1
E9,2018-05-22,Experimental,Z,7,22.5552,16.8239983333334,-62.2070833333334,Leeward,Sand,27.6666666666667,4.195,9,3
E9,2018-06-19,Experimental,Z,14,22.5552,16.8239983333334,-62.2070833333334,Leeward,Sand,28,3.53,5,3
E9,2018-07-03,Experimental,Z,14,22.5552,16.8239983333334,-62.2070833333334,Leeward,Sand,26,1.26,2,1
E9,2018-08-02,Experimental,Z,30,22.5552,16.8239983333334,-62.2070833333334,Leeward,Sand,26.9090909090909,4.63,11,6
E9,2018-08-14,Experimental,Z,12,22.5552,16.8239983333334,-62.2070833333334,Leeward,Sand,26.6111111111111,3.2,9,4
E9,2018-08-28,Experimental,Z,14,22.5552,16.8239983333334,-62.2070833333334,Leeward,Sand,0,0,0,0
E9,2018-09-11,Experimental,Z,14,22.5552,16.8239983333334,-62.2070833333334,Leeward,Sand,22,0.84,2,2
E9,2018-10-23,Experimental,Z,30,22.5552,16.8239983333334,-62.2070833333334,Leeward,Sand,25.9677419354839,11.2,31,4
E9,2018-11-21,Experimental,Z,29,22.5552,16.8239983333334,-62.2070833333334,Leeward,Sand,25.2272727272727,3.76,11,4
