TrapID,Surveyors,Length_cm,LengthType_FL_TL,Weight_Grams,sciname,Date_YMD,Exp_or_Cont,design,Deep_Shallow,days_since_last_haul,common,family,N_coord,W_coord,location_exposure,Habitat,depth_m,zero_or_1_fish
C5,"KJ,SC,LA,CB",31,TL,2290,Pomacanthus paru,2018-07-03,Control,Z,Deep,14,French angelfish,Pomacanthidae,16.7617916666667,-62.23525,Leeward,Sand,50.292,1
C5,"KJ,SC,LA,CB",27,TL,590,Halichoeres radiatus,2018-07-03,Control,Z,Deep,14,Puddingwife,Labridae,16.7617916666667,-62.23525,Leeward,Sand,50.292,1
C5,"KJ,SC,LA,CB",29,TL,1030,Acanthostracion polygonius,2018-07-03,Control,Z,Deep,14,Honeycomb cowfish,Ostraciidae,16.7617916666667,-62.23525,Leeward,Sand,50.292,1
C5,"KJ,SC,LA,CB",24.5,TL,570,Acanthostracion polygonius,2018-07-03,Control,Z,Deep,14,Honeycomb cowfish,Ostraciidae,16.7617916666667,-62.23525,Leeward,Sand,50.292,1
C5,"KJ,SC,LA,CB",25,TL,610,Acanthostracion polygonius,2018-07-03,Control,Z,Deep,14,Honeycomb cowfish,Ostraciidae,16.7617916666667,-62.23525,Leeward,Sand,50.292,1
C5,"KJ,SC,LA,CB",24.5,TL,500,Cantherhines macrocerus,2018-07-03,Control,Z,Deep,14,Whitespotted filefish,Monacanthidae,16.7617916666667,-62.23525,Leeward,Sand,50.292,1
C5,"KJ,SC,LA,CB",26,TL,540,Cantherhines macrocerus,2018-07-03,Control,Z,Deep,14,Whitespotted filefish,Monacanthidae,16.7617916666667,-62.23525,Leeward,Sand,50.292,1
C5,"KJ,SC,LA,CB",12,TL,150,Chaetodon ocellatus,2018-07-03,Control,Z,Deep,14,Spotfin butterflyfish,Chaetodontidae,16.7617916666667,-62.23525,Leeward,Sand,50.292,1
C5,"KJ,SC,LA,CB",22,FL,540,Acanthurus chirurgus,2018-07-03,Control,Z,Deep,14,Doctorfish,Acanthuridae,16.7617916666667,-62.23525,Leeward,Sand,50.292,1
C5,"KJ,SC,LA,CB",19,FL,240,Acanthurus chirurgus,2018-07-03,Control,Z,Deep,14,Doctorfish,Acanthuridae,16.7617916666667,-62.23525,Leeward,Sand,50.292,1
C5,"KJ,SC,LA,CB",18,FL,320,Acanthurus chirurgus,2018-07-03,Control,Z,Deep,14,Doctorfish,Acanthuridae,16.7617916666667,-62.23525,Leeward,Sand,50.292,1
C5,"KJ,SC,LA,CB",17,FL,230,Acanthurus chirurgus,2018-07-03,Control,Z,Deep,14,Doctorfish,Acanthuridae,16.7617916666667,-62.23525,Leeward,Sand,50.292,1
E1,"KJ,SC,LA,CB",27,FL,240,Lutjanus mahogoni,2018-06-05,Experimental,Z,Shallow,14,Mahogany snapper,Lutjanidae,16.6884183333334,-62.2136783333333,Leeward,Sand,32.9184,1
E1,"KJ,SC,LA,CB",25,TL,210,Cephalopholis fulva,2018-06-05,Experimental,Z,Shallow,14,Coney,Serranidae,16.6884183333334,-62.2136783333333,Leeward,Sand,32.9184,1
E1,"KJ,SC,LA,CB",27,TL,100,Cephalopholis fulva,2018-06-05,Experimental,Z,Shallow,14,Coney,Serranidae,16.6884183333334,-62.2136783333333,Leeward,Sand,32.9184,1
E1,"KJ,SC,LA,CB",24,FL,100,Lutjanus synagris,2018-06-05,Experimental,Z,Shallow,14,Lane snapper,Lutjanidae,16.6884183333334,-62.2136783333333,Leeward,Sand,32.9184,1
E1,"KJ,SC,LA,CB",35.5,TL,310,Epinephelus guttatus,2018-06-05,Experimental,Z,Shallow,14,Red hind,Serranidae,16.6884183333334,-62.2136783333333,Leeward,Sand,32.9184,1
E1,"KJ,SC,LA,CB",32,TL,190,Epinephelus guttatus,2018-06-05,Experimental,Z,Shallow,14,Red hind,Serranidae,16.6884183333334,-62.2136783333333,Leeward,Sand,32.9184,1
E1,"KJ,SC,LA,CB",34,TL,130,Epinephelus guttatus,2018-06-05,Experimental,Z,Shallow,14,Red hind,Serranidae,16.6884183333334,-62.2136783333333,Leeward,Sand,32.9184,1
E1,"KJ,SC,LA,CB",31.5,TL,270,Epinephelus guttatus,2018-06-05,Experimental,Z,Shallow,14,Red hind,Serranidae,16.6884183333334,-62.2136783333333,Leeward,Sand,32.9184,1
E1,"KJ,SC,LA,CB",29.5,TL,270,Epinephelus guttatus,2018-06-05,Experimental,Z,Shallow,14,Red hind,Serranidae,16.6884183333334,-62.2136783333333,Leeward,Sand,32.9184,1
E1,"KJ,SC,LA,CB",22.5,FL,70,Lutjanus buccanella,2018-06-05,Experimental,Z,Shallow,14,Blackfin snapper,Lutjanidae,16.6884183333334,-62.2136783333333,Leeward,Sand,32.9184,1
E1,"KJ,SC,LA,CB",23,FL,120,Lutjanus buccanella,2018-06-05,Experimental,Z,Shallow,14,Blackfin snapper,Lutjanidae,16.6884183333334,-62.2136783333333,Leeward,Sand,32.9184,1
E1,"KJ,SC,LA,CB",23,FL,110,Lutjanus buccanella,2018-06-05,Experimental,Z,Shallow,14,Blackfin snapper,Lutjanidae,16.6884183333334,-62.2136783333333,Leeward,Sand,32.9184,1
E1,"KJ,SC,LA,CB",23,FL,116,Holocentrus adscensionis,2018-06-05,Experimental,Z,Shallow,14,Squirrelfish,Holocentridae,16.6884183333334,-62.2136783333333,Leeward,Sand,32.9184,1
E1,"KJ,SC,LA,CB",30,FL,250,Carangoides bartholomaei,2018-06-05,Experimental,Z,Shallow,14,Yellow jack,Carangidae,16.6884183333334,-62.2136783333333,Leeward,Sand,32.9184,1
E1,"KJ,SC,LA,CB",30,FL,190,Carangoides bartholomaei,2018-06-05,Experimental,Z,Shallow,14,Yellow jack,Carangidae,16.6884183333334,-62.2136783333333,Leeward,Sand,32.9184,1
E1,"KJ,SC,LA,CB",30.5,FL,260,Carangoides bartholomaei,2018-06-05,Experimental,Z,Shallow,14,Yellow jack,Carangidae,16.6884183333334,-62.2136783333333,Leeward,Sand,32.9184,1
E1,"KJ,SC,LA,CB",28.5,FL,310,Carangoides bartholomaei,2018-06-05,Experimental,Z,Shallow,14,Yellow jack,Carangidae,16.6884183333334,-62.2136783333333,Leeward,Sand,32.9184,1
E1,"KJ,SC,LA,CB",31,FL,260,Carangoides bartholomaei,2018-06-05,Experimental,Z,Shallow,14,Yellow jack,Carangidae,16.6884183333334,-62.2136783333333,Leeward,Sand,32.9184,1
E1,"KJ,SC,LA,CB",28,FL,230,Carangoides bartholomaei,2018-06-05,Experimental,Z,Shallow,14,Yellow jack,Carangidae,16.6884183333334,-62.2136783333333,Leeward,Sand,32.9184,1
E1,"KJ,SC,LA,CB",29.5,FL,260,Carangoides bartholomaei,2018-06-05,Experimental,Z,Shallow,14,Yellow jack,Carangidae,16.6884183333334,-62.2136783333333,Leeward,Sand,32.9184,1
E1,"KJ,SC,LA,CB",29.5,FL,140,Carangoides bartholomaei,2018-06-05,Experimental,Z,Shallow,14,Yellow jack,Carangidae,16.6884183333334,-62.2136783333333,Leeward,Sand,32.9184,1
E1,"KJ,SC,LA,CB",34,TL,180,Pterois volitans,2018-06-05,Experimental,Z,Shallow,14,Red lionfish,Scorpaenidae,16.6884183333334,-62.2136783333333,Leeward,Sand,32.9184,1
E1,"KJ,SC,LA,CB",35.5,TL,200,Epinephelus guttatus,2018-06-05,Experimental,Z,Shallow,14,Red hind,Serranidae,16.6884183333334,-62.2136783333333,Leeward,Sand,32.9184,1
E1,"KJ,SC,LA,CB",35,TL,510,Epinephelus guttatus,2018-06-05,Experimental,Z,Shallow,14,Red hind,Serranidae,16.6884183333334,-62.2136783333333,Leeward,Sand,32.9184,1
E1,"KJ,SC,LA,CB",29.5,TL,480,Epinephelus guttatus,2018-06-05,Experimental,Z,Shallow,14,Red hind,Serranidae,16.6884183333334,-62.2136783333333,Leeward,Sand,32.9184,1
E1,"KJ,SC,LA,CB",24.5,FL,440,Lutjanus synagris,2018-06-05,Experimental,Z,Shallow,14,Lane snapper,Lutjanidae,16.6884183333334,-62.2136783333333,Leeward,Sand,32.9184,1
E1,"KJ,SC,LA,CB",23,FL,260,Lutjanus buccanella,2018-06-05,Experimental,Z,Shallow,14,Blackfin snapper,Lutjanidae,16.6884183333334,-62.2136783333333,Leeward,Sand,32.9184,1
E1,"KJ,SC,LA,CB",23,FL,260,Lutjanus buccanella,2018-06-05,Experimental,Z,Shallow,14,Blackfin snapper,Lutjanidae,16.6884183333334,-62.2136783333333,Leeward,Sand,32.9184,1
E1,"KJ,SC,LA,CB",21,FL,170,Holocentrus adscensionis,2018-06-05,Experimental,Z,Shallow,14,Squirrelfish,Holocentridae,16.6884183333334,-62.2136783333333,Leeward,Sand,32.9184,1
E1,"KJ,SC,LA,CB",20,FL,200,Acanthurus coeruleus,2018-06-05,Experimental,Z,Shallow,14,Blue tang,Acanthuridae,16.6884183333334,-62.2136783333333,Leeward,Sand,32.9184,1
E1,"KJ,SC,LA,CB",18.5,FL,60,Acanthurus chirurgus,2018-06-05,Experimental,Z,Shallow,14,Doctorfish,Acanthuridae,16.6884183333334,-62.2136783333333,Leeward,Sand,32.9184,1
E1,"KJ,SC,LA,CB",27,TL,800,Pterois volitans,2018-06-05,Experimental,Z,Shallow,14,Red lionfish,Scorpaenidae,16.6884183333334,-62.2136783333333,Leeward,Sand,32.9184,1
E1,"KJ,SC,LA,CB",27.5,TL,220,Pterois volitans,2018-06-05,Experimental,Z,Shallow,14,Red lionfish,Scorpaenidae,16.6884183333334,-62.2136783333333,Leeward,Sand,32.9184,1
E1,"KJ,SC,LA,CB",32,FL,280,Carangoides bartholomaei,2018-06-05,Experimental,Z,Shallow,14,Yellow jack,Carangidae,16.6884183333334,-62.2136783333333,Leeward,Sand,32.9184,1
E1,"KJ,SC,LA,CB",32,FL,200,Carangoides bartholomaei,2018-06-05,Experimental,Z,Shallow,14,Yellow jack,Carangidae,16.6884183333334,-62.2136783333333,Leeward,Sand,32.9184,1
E1,"KJ,SC,LA,CB",28,FL,440,Carangoides bartholomaei,2018-06-05,Experimental,Z,Shallow,14,Yellow jack,Carangidae,16.6884183333334,-62.2136783333333,Leeward,Sand,32.9184,1
E1,"KJ,SC,LA,CB",22,FL,210,Holocentrus adscensionis,2018-06-05,Experimental,Z,Shallow,14,Squirrelfish,Holocentridae,16.6884183333334,-62.2136783333333,Leeward,Sand,32.9184,1
E1,"KJ,SC,LA,CB",26.5,FL,280,Lutjanus synagris,2018-06-05,Experimental,Z,Shallow,14,Lane snapper,Lutjanidae,16.6884183333334,-62.2136783333333,Leeward,Sand,32.9184,1
E1,"KJ,SC,LA,CB",26,FL,280,Lutjanus synagris,2018-06-05,Experimental,Z,Shallow,14,Lane snapper,Lutjanidae,16.6884183333334,-62.2136783333333,Leeward,Sand,32.9184,1
E1,"KJ,SC,LA,CB",22.5,FL,200,Lutjanus buccanella,2018-06-05,Experimental,Z,Shallow,14,Blackfin snapper,Lutjanidae,16.6884183333334,-62.2136783333333,Leeward,Sand,32.9184,1
E1,"KJ,SC,LA,CB",23,FL,220,Lutjanus buccanella,2018-06-05,Experimental,Z,Shallow,14,Blackfin snapper,Lutjanidae,16.6884183333334,-62.2136783333333,Leeward,Sand,32.9184,1
E1,"KJ,SC,LA,CB",23,FL,220,Lutjanus buccanella,2018-06-05,Experimental,Z,Shallow,14,Blackfin snapper,Lutjanidae,16.6884183333334,-62.2136783333333,Leeward,Sand,32.9184,1
E1,"KJ,SC,LA,CB",24,FL,220,Lutjanus mahogoni,2018-06-05,Experimental,Z,Shallow,14,Mahogany snapper,Lutjanidae,16.6884183333334,-62.2136783333333,Leeward,Sand,32.9184,1
E1,"KJ,SC,LA,CB",27.5,FL,290,Lutjanus mahogoni,2018-06-05,Experimental,Z,Shallow,14,Mahogany snapper,Lutjanidae,16.6884183333334,-62.2136783333333,Leeward,Sand,32.9184,1
C3,"KJ,SC,LA,CB",53,TL,2480,Epinephelus striatus,2018-06-05,Control,Z,Shallow,14,Nassau grouper,Serranidae,16.7078833333333,-62.23888,Leeward,Sand,27.1272,1
C3,"KJ,SC,LA,CB",13,FL,240,Holacanthus tricolor,2018-06-05,Control,Z,Shallow,14,Rock beauty,Pomacanthidae,16.7078833333333,-62.23888,Leeward,Sand,27.1272,1
C3,"KJ,SC,LA,CB",13,TL,50,Chaetodon striatus,2018-06-05,Control,Z,Shallow,14,Banded butterflyfish,Chaetodontidae,16.7078833333333,-62.23888,Leeward,Sand,27.1272,1
C3,"KJ,SC,LA,CB",23.5,FL,820,Anisotremus surinamensis,2018-06-05,Control,Z,Shallow,14,Black margate,Haemulidae,16.7078833333333,-62.23888,Leeward,Sand,27.1272,1
C3,"KJ,SC,LA,CB",40,FL,3150,Anisotremus surinamensis,2018-06-05,Control,Z,Shallow,14,Black margate,Haemulidae,16.7078833333333,-62.23888,Leeward,Sand,27.1272,1
C3,"KJ,SC,LA,CB",45.5,TL,3280,Epinephelus striatus,2018-06-05,Control,Z,Shallow,14,Nassau grouper,Serranidae,16.7078833333333,-62.23888,Leeward,Sand,27.1272,1
C3,"KJ,SC,LA,CB",21,FL,530,Acanthurus chirurgus,2018-06-05,Control,Z,Shallow,14,Doctorfish,Acanthuridae,16.7078833333333,-62.23888,Leeward,Sand,27.1272,1
C3,"KJ,SC,LA,CB",18,FL,225,Acanthurus coeruleus,2018-06-05,Control,Z,Shallow,14,Blue tang,Acanthuridae,16.7078833333333,-62.23888,Leeward,Sand,27.1272,1
C3,"KJ,SC,LA,CB",23,FL,530,Acanthurus chirurgus,2018-06-05,Control,Z,Shallow,14,Doctorfish,Acanthuridae,16.7078833333333,-62.23888,Leeward,Sand,27.1272,1
C3,"KJ,SC,LA,CB",19.5,FL,110,Acanthurus chirurgus,2018-06-05,Control,Z,Shallow,14,Doctorfish,Acanthuridae,16.7078833333333,-62.23888,Leeward,Sand,27.1272,1
C3,"KJ,SC,LA,CB",20,FL,370,Acanthurus chirurgus,2018-06-05,Control,Z,Shallow,14,Doctorfish,Acanthuridae,16.7078833333333,-62.23888,Leeward,Sand,27.1272,1
C3,"KJ,SC,LA,CB",17,FL,370,Acanthurus chirurgus,2018-06-05,Control,Z,Shallow,14,Doctorfish,Acanthuridae,16.7078833333333,-62.23888,Leeward,Sand,27.1272,1
C3,"KJ,SC,LA,CB",17,FL,310,Acanthurus chirurgus,2018-06-05,Control,Z,Shallow,14,Doctorfish,Acanthuridae,16.7078833333333,-62.23888,Leeward,Sand,27.1272,1
C3,"KJ,SC,LA,CB",18,FL,260,Acanthurus chirurgus,2018-06-05,Control,Z,Shallow,14,Doctorfish,Acanthuridae,16.7078833333333,-62.23888,Leeward,Sand,27.1272,1
C3,"KJ,SC,LA,CB",17.5,FL,310,Acanthurus chirurgus,2018-06-05,Control,Z,Shallow,14,Doctorfish,Acanthuridae,16.7078833333333,-62.23888,Leeward,Sand,27.1272,1
C3,"KJ,SC,LA,CB",25,TL,550,Cantherhines macrocerus,2018-06-05,Control,Z,Shallow,14,Whitespotted filefish,Monacanthidae,16.7078833333333,-62.23888,Leeward,Sand,27.1272,1
C3,"KJ,SC,LA,CB",24,TL,660,Acanthostracion polygonius,2018-06-05,Control,Z,Shallow,14,Honeycomb cowfish,Ostraciidae,16.7078833333333,-62.23888,Leeward,Sand,27.1272,1
C3,"KJ,SC,LA,CB",21.5,TL,460,Acanthostracion polygonius,2018-06-05,Control,Z,Shallow,14,Honeycomb cowfish,Ostraciidae,16.7078833333333,-62.23888,Leeward,Sand,27.1272,1
C3,"KJ,SC,LA,CB",24.5,TL,640,Acanthostracion polygonius,2018-06-05,Control,Z,Shallow,14,Honeycomb cowfish,Ostraciidae,16.7078833333333,-62.23888,Leeward,Sand,27.1272,1
E6,"KJ,SC,LA,CB",30,TL,1060,Cantherhines macrocerus,2018-06-05,Experimental,Z,Deep,14,Whitespotted filefish,Monacanthidae,16.75883,-62.238565,Leeward,Sand,48.1584,1
E6,"KJ,SC,LA,CB",30,TL,950,Cantherhines macrocerus,2018-06-05,Experimental,Z,Deep,14,Whitespotted filefish,Monacanthidae,16.75883,-62.238565,Leeward,Sand,48.1584,1
E6,"KJ,SC,LA,CB",30,TL,900,Cantherhines macrocerus,2018-06-05,Experimental,Z,Deep,14,Whitespotted filefish,Monacanthidae,16.75883,-62.238565,Leeward,Sand,48.1584,1
E6,"KJ,SC,LA,CB",32,TL,910,Cantherhines macrocerus,2018-06-05,Experimental,Z,Deep,14,Whitespotted filefish,Monacanthidae,16.75883,-62.238565,Leeward,Sand,48.1584,1
E6,"KJ,SC,LA,CB",27,TL,640,Cantherhines macrocerus,2018-06-05,Experimental,Z,Deep,14,Whitespotted filefish,Monacanthidae,16.75883,-62.238565,Leeward,Sand,48.1584,1
E6,"KJ,SC,LA,CB",27,TL,550,Cantherhines macrocerus,2018-06-05,Experimental,Z,Deep,14,Whitespotted filefish,Monacanthidae,16.75883,-62.238565,Leeward,Sand,48.1584,1
E6,"KJ,SC,LA,CB",23,TL,420,Cantherhines macrocerus,2018-06-05,Experimental,Z,Deep,14,Whitespotted filefish,Monacanthidae,16.75883,-62.238565,Leeward,Sand,48.1584,1
E6,"KJ,SC,LA,CB",24.5,TL,510,Cantherhines macrocerus,2018-06-05,Experimental,Z,Deep,14,Whitespotted filefish,Monacanthidae,16.75883,-62.238565,Leeward,Sand,48.1584,1
E6,"KJ,SC,LA,CB",24.5,FL,840,Acanthurus chirurgus,2018-06-05,Experimental,Z,Deep,14,Doctorfish,Acanthuridae,16.75883,-62.238565,Leeward,Sand,48.1584,1
E15,"KJ,SC,LA,CB",30,TL,970,Cantherhines macrocerus,2018-06-05,Experimental,V,NA,14,Whitespotted filefish,Monacanthidae,16.8433833333333,-62.1644333333333,Windward,Algal Reef (Hard Bottom),NA,1
E15,"KJ,SC,LA,CB",27.5,TL,820,Cantherhines macrocerus,2018-06-05,Experimental,V,NA,14,Whitespotted filefish,Monacanthidae,16.8433833333333,-62.1644333333333,Windward,Algal Reef (Hard Bottom),NA,1
E15,"KJ,SC,LA,CB",25,TL,680,Acanthostracion polygonius,2018-06-05,Experimental,V,NA,14,Honeycomb cowfish,Ostraciidae,16.8433833333333,-62.1644333333333,Windward,Algal Reef (Hard Bottom),NA,1
E15,"KJ,SC,LA,CB",24,TL,600,Acanthostracion polygonius,2018-06-05,Experimental,V,NA,14,Honeycomb cowfish,Ostraciidae,16.8433833333333,-62.1644333333333,Windward,Algal Reef (Hard Bottom),NA,1
E15,"KJ,SC,LA,CB",20,TL,200,Lactophrys triqueter,2018-06-05,Experimental,V,NA,14,Smooth trunkfish,Ostraciidae,16.8433833333333,-62.1644333333333,Windward,Algal Reef (Hard Bottom),NA,1
E15,"KJ,SC,LA,CB",20,TL,190,Acanthostracion polygonius,2018-06-05,Experimental,V,NA,14,Honeycomb cowfish,Ostraciidae,16.8433833333333,-62.1644333333333,Windward,Algal Reef (Hard Bottom),NA,1
E15,"KJ,SC,LA,CB",18.5,TL,210,Acanthostracion polygonius,2018-06-05,Experimental,V,NA,14,Honeycomb cowfish,Ostraciidae,16.8433833333333,-62.1644333333333,Windward,Algal Reef (Hard Bottom),NA,1
E15,"KJ,SC,LA,CB",22.5,TL,210,Acanthostracion polygonius,2018-06-05,Experimental,V,NA,14,Honeycomb cowfish,Ostraciidae,16.8433833333333,-62.1644333333333,Windward,Algal Reef (Hard Bottom),NA,1
E15,"KJ,SC,LA,CB",21,TL,200,Acanthostracion polygonius,2018-06-05,Experimental,V,NA,14,Honeycomb cowfish,Ostraciidae,16.8433833333333,-62.1644333333333,Windward,Algal Reef (Hard Bottom),NA,1
E15,"KJ,SC,LA,CB",20,TL,260,Lactophrys triqueter,2018-06-05,Experimental,V,NA,14,Smooth trunkfish,Ostraciidae,16.8433833333333,-62.1644333333333,Windward,Algal Reef (Hard Bottom),NA,1
E15,"KJ,SC,LA,CB",18,TL,160,Lactophrys triqueter,2018-06-05,Experimental,V,NA,14,Smooth trunkfish,Ostraciidae,16.8433833333333,-62.1644333333333,Windward,Algal Reef (Hard Bottom),NA,1
E15,"KJ,SC,LA,CB",20,TL,190,Lactophrys triqueter,2018-06-05,Experimental,V,NA,14,Smooth trunkfish,Ostraciidae,16.8433833333333,-62.1644333333333,Windward,Algal Reef (Hard Bottom),NA,1
C6,"KJ,SC,LA,CB",27,TL,380,Cantherhines macrocerus,2018-06-05,Control,Z,Deep,14,Whitespotted filefish,Monacanthidae,16.7582066666667,-62.2371977777778,Leeward,Sand,35.052,1
C6,"KJ,SC,LA,CB",27,TL,320,Scarus taeniopterus,2018-06-05,Control,Z,Deep,14,Princess parrotfish,Scaridae,16.7582066666667,-62.2371977777778,Leeward,Sand,35.052,1
C6,"KJ,SC,LA,CB",20,FL,210,Acanthurus chirurgus,2018-06-05,Control,Z,Deep,14,Doctorfish,Acanthuridae,16.7582066666667,-62.2371977777778,Leeward,Sand,35.052,1
C6,"KJ,SC,LA,CB",29,TL,470,Scarus taeniopterus,2018-06-05,Control,Z,Deep,14,Princess parrotfish,Scaridae,16.7582066666667,-62.2371977777778,Leeward,Sand,35.052,1
C6,"KJ,SC,LA,CB",27,FL,330,Mulloidichthys martinicus,2018-06-05,Control,Z,Deep,14,Yellow goatfish,Mullidae,16.7582066666667,-62.2371977777778,Leeward,Sand,35.052,1
C6,"KJ,SC,LA,CB",28,TL,400,Scarus taeniopterus,2018-06-05,Control,Z,Deep,14,Princess parrotfish,Scaridae,16.7582066666667,-62.2371977777778,Leeward,Sand,35.052,1
C6,"KJ,SC,LA,CB",24,TL,260,Cantherhines macrocerus,2018-06-05,Control,Z,Deep,14,Whitespotted filefish,Monacanthidae,16.7582066666667,-62.2371977777778,Leeward,Sand,35.052,1
C6,"KJ,SC,LA,CB",25,TL,310,Cantherhines macrocerus,2018-06-05,Control,Z,Deep,14,Whitespotted filefish,Monacanthidae,16.7582066666667,-62.2371977777778,Leeward,Sand,35.052,1
C6,"KJ,SC,LA,CB",24,TL,250,Cantherhines macrocerus,2018-06-05,Control,Z,Deep,14,Whitespotted filefish,Monacanthidae,16.7582066666667,-62.2371977777778,Leeward,Sand,35.052,1
C6,"KJ,SC,LA,CB",28,TL,370,Scarus taeniopterus,2018-06-05,Control,Z,Deep,14,Princess parrotfish,Scaridae,16.7582066666667,-62.2371977777778,Leeward,Sand,35.052,1
C6,"KJ,SC,LA,CB",33,TL,540,Cantherhines macrocerus,2018-06-05,Control,Z,Deep,14,Whitespotted filefish,Monacanthidae,16.7582066666667,-62.2371977777778,Leeward,Sand,35.052,1
C6,"KJ,SC,LA,CB",11.5,TL,50,Lactophrys triqueter,2018-06-05,Control,Z,Deep,14,Smooth trunkfish,Ostraciidae,16.7582066666667,-62.2371977777778,Leeward,Sand,35.052,1
C6,"KJ,SC,LA,CB",36,TL,600,Epinephelus striatus,2018-06-05,Control,Z,Deep,14,Nassau grouper,Serranidae,16.7582066666667,-62.2371977777778,Leeward,Sand,35.052,1
C6,"KJ,SC,LA,CB",30,TL,360,Pterois volitans,2018-06-05,Control,Z,Deep,14,Red lionfish,Scorpaenidae,16.7582066666667,-62.2371977777778,Leeward,Sand,35.052,1
C6,"KJ,SC,LA,CB",31,TL,480,Pterois volitans,2018-06-05,Control,Z,Deep,14,Red lionfish,Scorpaenidae,16.7582066666667,-62.2371977777778,Leeward,Sand,35.052,1
C6,"KJ,SC,LA,CB",33,TL,750,Pterois volitans,2018-06-05,Control,Z,Deep,14,Red lionfish,Scorpaenidae,16.7582066666667,-62.2371977777778,Leeward,Sand,35.052,1
C6,"KJ,SC,LA,CB",22,FL,250,Acanthurus chirurgus,2018-06-05,Control,Z,Deep,14,Doctorfish,Acanthuridae,16.7582066666667,-62.2371977777778,Leeward,Sand,35.052,1
C6,"KJ,SC,LA,CB",21,FL,220,Acanthurus chirurgus,2018-06-05,Control,Z,Deep,14,Doctorfish,Acanthuridae,16.7582066666667,-62.2371977777778,Leeward,Sand,35.052,1
C6,"KJ,SC,LA,CB",20,FL,800,Acanthurus chirurgus,2018-06-05,Control,Z,Deep,14,Doctorfish,Acanthuridae,16.7582066666667,-62.2371977777778,Leeward,Sand,35.052,1
C6,"KJ,SC,LA,CB",21,FL,172,Acanthurus chirurgus,2018-06-05,Control,Z,Deep,14,Doctorfish,Acanthuridae,16.7582066666667,-62.2371977777778,Leeward,Sand,35.052,1
C6,"KJ,SC,LA,CB",20,FL,240,Acanthurus chirurgus,2018-06-05,Control,Z,Deep,14,Doctorfish,Acanthuridae,16.7582066666667,-62.2371977777778,Leeward,Sand,35.052,1
C6,"KJ,SC,LA,CB",19,FL,900,Acanthurus coeruleus,2018-06-05,Control,Z,Deep,14,Blue tang,Acanthuridae,16.7582066666667,-62.2371977777778,Leeward,Sand,35.052,1
C6,"KJ,SC,LA,CB",19.5,TL,240,Acanthostracion polygonius,2018-06-05,Control,Z,Deep,14,Honeycomb cowfish,Ostraciidae,16.7582066666667,-62.2371977777778,Leeward,Sand,35.052,1
C4,"KJ,SC,LA,CB",21,FL,240,Acanthurus chirurgus,2018-06-05,Control,Z,Shallow,14,Doctorfish,Acanthuridae,16.7109633333334,-62.239745,Leeward,Seagrass,28.0416,1
C4,"KJ,SC,LA,CB",24,FL,310,Acanthurus chirurgus,2018-06-05,Control,Z,Shallow,14,Doctorfish,Acanthuridae,16.7109633333334,-62.239745,Leeward,Seagrass,28.0416,1
C4,"KJ,SC,LA,CB",22,FL,260,Acanthurus chirurgus,2018-06-05,Control,Z,Shallow,14,Doctorfish,Acanthuridae,16.7109633333334,-62.239745,Leeward,Seagrass,28.0416,1
C4,"KJ,SC,LA,CB",23,FL,260,Acanthurus chirurgus,2018-06-05,Control,Z,Shallow,14,Doctorfish,Acanthuridae,16.7109633333334,-62.239745,Leeward,Seagrass,28.0416,1
C4,"KJ,SC,LA,CB",24,FL,330,Acanthurus chirurgus,2018-06-05,Control,Z,Shallow,14,Doctorfish,Acanthuridae,16.7109633333334,-62.239745,Leeward,Seagrass,28.0416,1
C4,"KJ,SC,LA,CB",19.5,FL,230,Acanthurus coeruleus,2018-06-05,Control,Z,Shallow,14,Blue tang,Acanthuridae,16.7109633333334,-62.239745,Leeward,Seagrass,28.0416,1
C4,"KJ,SC,LA,CB",19,FL,220,Acanthurus coeruleus,2018-06-05,Control,Z,Shallow,14,Blue tang,Acanthuridae,16.7109633333334,-62.239745,Leeward,Seagrass,28.0416,1
C4,"KJ,SC,LA,CB",23,TL,260,Acanthostracion polygonius,2018-06-05,Control,Z,Shallow,14,Honeycomb cowfish,Ostraciidae,16.7109633333334,-62.239745,Leeward,Seagrass,28.0416,1
C4,"KJ,SC,LA,CB",23,TL,260,Acanthostracion polygonius,2018-06-05,Control,Z,Shallow,14,Honeycomb cowfish,Ostraciidae,16.7109633333334,-62.239745,Leeward,Seagrass,28.0416,1
C4,"KJ,SC,LA,CB",25,TL,320,Acanthostracion polygonius,2018-06-05,Control,Z,Shallow,14,Honeycomb cowfish,Ostraciidae,16.7109633333334,-62.239745,Leeward,Seagrass,28.0416,1
C4,"KJ,SC,LA,CB",24,TL,290,Acanthostracion polygonius,2018-06-05,Control,Z,Shallow,14,Honeycomb cowfish,Ostraciidae,16.7109633333334,-62.239745,Leeward,Seagrass,28.0416,1
E5,"KJ,SC,LA,CB",28,FL,400,Lutjanus synagris,2018-06-05,Experimental,Z,Deep,14,Lane snapper,Lutjanidae,16.7626344444444,-62.2345744444444,Leeward,Hard Bottom and Sand,40.8432,1
E5,"KJ,SC,LA,CB",27,FL,310,Lutjanus synagris,2018-06-05,Experimental,Z,Deep,14,Lane snapper,Lutjanidae,16.7626344444444,-62.2345744444444,Leeward,Hard Bottom and Sand,40.8432,1
